Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.914636,1075.2844128,0.0,-0.005,0.0,1.0
0.0166,128.181881,37.914676,1075.2987384,0.0,-0.019,0.0,0.999614363803234
0.0333,128.181881,37.914715,1075.3106256,0.127,-0.022,0.024,0.9990344779073623
0.05,128.181881,37.914755,1075.3203792000002,0.376,0.005,0.072,0.9982627704456186
0.0666,128.181881,37.914795,1075.3276944000002,0.757,0.078,0.132,0.9972968133135823
0.0833,128.181881,37.914835,1075.3310472,1.277,0.183,0.193,0.9961390346489953
0.1,128.181881,37.914875,1075.3298280000001,1.935,0.304,0.252,0.9947870063383492
0.1166,128.181881,37.914915,1075.3234272,2.724,0.427,0.307,0.9932407283850005
0.1333,128.181881,37.914955,1075.3112352,3.631,0.549,0.36,0.9915002007849136
0.15,128.181881,37.914995,1075.2926424,4.646,0.668,0.412,0.9915002007849136
0.1666,128.181881,37.915035,1075.2667344,5.76,0.782,0.465,0.9915002007849136
0.1833,128.181881,37.915075,1075.2359496000001,6.967,0.893,0.52,0.9915002007849136
0.2,128.181881,37.915115,1075.1996784,8.259,1.002,0.578,0.9915002007849136
0.2166,128.181881,37.915155,1075.1582256000002,9.633,1.108,0.637,0.9915002007849136
0.2333,128.181881,37.915195,1075.1122008000002,11.084,1.215,0.699,0.9915002007849136
0.25,128.181881,37.915235,1075.061604,12.607,1.322,0.765,0.9915002007849136
0.2666,128.181881,37.915275,1075.0070448000001,14.199,1.427,0.833,0.9915002007849136
0.2833,128.181881,37.915315,1074.948828,15.857,1.53,0.904,0.9915002007849136
0.3,128.181881,37.915356,1074.8866488,17.576,1.628,0.977,0.9915002007849136
0.3166,128.181881,37.915396,1074.8217264000002,19.355,1.722,1.054,0.9915002007849136
0.3333,128.181881,37.915436,1074.7543656,21.191,1.831,1.141,0.9915002007849136
0.35,128.181881,37.915477,1074.6848712,23.081,1.965,1.243,0.9915002007849136
0.3666,128.181881,37.915517,1074.613548,25.025,2.114,1.357,0.9915002007849136
0.3833,128.181881,37.915557,1074.540396,27.019,2.267,1.48,0.9915002007849136
0.4,128.181881,37.915598,1074.4660248,29.063,2.415,1.609,0.9915002007849136
0.4166,128.181881,37.915638,1074.3907392,31.153,2.554,1.742,0.9915002007849136
0.4333,128.181881,37.915679,1074.317892,33.238,2.707,1.885,0.9915002007849136
0.45,128.181881,37.915719,1074.2471784,35.311,2.886,2.049,0.9915002007849136
0.4666,128.181881,37.91576,1074.1801224,37.371,3.082,2.232,0.9915002007849136
0.4833,128.181882,37.9158,1074.1164192,39.417,3.279,2.429,0.9915002007849136
0.5,128.181882,37.915841,1074.0554592,41.452,3.468,2.636,0.9915002007849136
